speed_kmh,rpm,temp_outside_C,mass_kg,aero_cd,engine_temp_C,road_slope_deg,passengers,fuel_consumption_l_100km
151,1260,-8,1999,0.3261767279836238,97,5.798996255240839,3,10.519825560330506
108,3264,-2,2068,0.3216475566097441,96,8.378788449172049,2,10.58191816896201
79,6936,36,2076,0.25928203168692987,95,9.524299772813219,1,12.15957610805673
33,6243,10,2097,0.31816522998621766,78,1.8757526907205815,3,9.185279883685048
28,5900,39,1758,0.29313393476360483,83,-4.100272309863787,1,6.791331673228793
109,2185,19,2157,0.29118470158364695,59,7.515254850436282,4,12.288212806222539
72,3449,19,1403,0.28335723702686394,69,-3.2305110014144662,3,8.732856082673047
149,4533,31,1834,0.2998792539631856,73,-1.7083343166785072,3,10.12149648931381
103,5370,31,951,0.3029699612715119,83,4.797511805311805,3,10.456563707671386
111,5301,21,988,0.29631636645429965,86,6.186028661395518,2,10.775864556049374
130,4344,12,1759,0.3968129073579264,62,5.419708730006603,3,13.265385953038175
27,6819,-8,1475,0.3899096628264231,72,1.5773829137335245,4,9.405207533419132
54,1866,-10,1437,0.33617651492872935,59,8.771005877714181,4,10.71511095824366
100,1092,-8,1010,0.39715822576154647,71,7.482944037969952,3,9.013650599307395
69,6161,26,1920,0.3986797015478786,94,4.955238852983715,1,10.362129206761105
123,4178,-4,1138,0.3033909565025954,63,1.6161352360862535,2,11.400712668935656
151,2351,-8,846,0.3167781318609617,74,1.9573889978898897,1,9.028791335197933
21,1364,25,1619,0.39385926654769987,67,-2.360500363316538,2,6.893447048924898
153,5916,38,1774,0.341293929894803,69,6.695574956495713,2,15.002181300109308
73,6603,-8,1880,0.28193936242559087,77,7.989450737301587,4,11.920522490566121
125,4718,-7,1898,0.35340710025047506,57,7.409224913870782,2,13.632354189446582
23,2924,20,2077,0.2808619273069131,54,3.206469219647749,3,9.185417742698803
73,4095,-9,2486,0.30090366155077686,70,7.569117122980989,2,10.080509802460229
63,6181,3,2394,0.28413402446430275,69,6.8561325018643355,4,13.345653852798227
33,3538,26,1636,0.2867470323900763,93,7.485389696052472,4,8.732705189980347
114,2296,20,1751,0.25069833723501733,65,9.728999961529155,2,12.344619493342558
67,3276,-9,1397,0.3821063248299178,69,7.150000515604713,2,10.949563025433278
34,6139,20,969,0.29439857429136906,74,-0.9396505142717935,2,7.657385462420785
59,1002,36,1969,0.26295615692841917,56,7.3129437443915535,1,9.746783586151974
101,4492,32,1638,0.2630481108521633,74,0.634526589825807,3,9.123072019494842
130,2753,11,1856,0.33340274146914284,85,2.7428832652549495,2,9.512990658853134
72,1910,-1,2338,0.39893808258009056,59,6.9459929069541015,3,11.09139204438533
43,1306,19,1595,0.27175337009052875,89,-0.24921750993502734,4,6.06699570933055
143,5231,22,2080,0.2649432671424489,65,-4.60875283596409,3,11.762689765893397
60,5015,8,1949,0.3157455820603136,53,5.77216784567687,2,11.639350534399021
34,6704,35,1758,0.3344996880761193,59,8.532611796931024,4,13.19865689380551
64,2438,14,1936,0.29415705383169105,97,8.91832672441831,2,9.027019191801859
84,1872,35,1614,0.29537831387707997,80,6.983652750101401,3,8.882743749206348
108,2141,-10,1141,0.3136714752773424,61,9.027142871409476,3,11.930093348090962
90,1665,21,847,0.2971218422725909,69,7.3098413855397215,1,10.261553387408789
28,1208,14,1163,0.3872997375352775,81,-4.54851427080216,3,4.425006655377962
107,1951,30,2221,0.2562931856935943,51,0.24483138179330144,4,10.36985367953856
148,2057,6,2018,0.2851855239805412,60,0.04159491063439802,2,11.092005037329798
155,5744,3,1524,0.3712829194341132,69,-1.7125347730969445,3,13.04444311037154
82,6437,34,2144,0.3750937186997435,72,6.969055451363557,2,11.660765387212287
158,5722,2,937,0.2667332618446302,62,2.8013476828165187,1,13.352700742504348
100,5620,27,1154,0.3960645175019075,84,7.544340761652622,2,11.243162252203133
155,6700,28,1893,0.35400322748486635,66,4.020239352008158,2,15.067106276061702
52,5008,-9,1610,0.29088895839753937,59,3.8591401844919524,3,10.972540527328228
142,2868,21,2405,0.31840567972216816,89,0.7622267994359415,3,9.897081063346699
24,5864,21,2306,0.29457079293519506,87,6.844043813352197,2,9.78470087595541
60,1771,29,1511,0.2725033374781629,63,5.246374945990668,1,9.321521451110895
47,5835,-5,858,0.2936767097123373,68,0.08127772285306634,4,10.330021168147216
154,5030,14,1570,0.3370137906234428,81,9.90359964100271,4,13.495535604659388
91,1521,-8,1188,0.37389545422532033,82,1.9418379767375065,4,7.833455048580272
31,4355,7,2174,0.3045293612334366,92,-0.25114707625624355,4,7.596030220555326
52,2400,39,1645,0.30218523108217626,74,5.3168958417132846,2,7.715564589492994
67,4738,27,1668,0.32020010516219843,74,-1.6578885489199404,2,7.721955739030999
81,5343,32,1138,0.34668333999465195,63,7.459661086921798,2,12.440256574828416
56,4723,-8,1556,0.3627424393648464,94,5.205453674310371,2,9.092452499762414
118,6437,37,1395,0.2990199257199211,93,8.050980306062648,1,12.223427441256003
123,4247,-6,1235,0.33795287017377085,87,-0.06422955619613901,2,9.138649525873184
54,2858,13,2273,0.30840412619213237,85,7.816383443995894,2,8.901637311674913
120,5781,23,1176,0.3574599775545079,73,2.5139671415570923,2,10.66179355608294
150,5064,36,1190,0.27470123807755314,90,-4.112655850330643,3,9.550308425957367
20,5681,37,1280,0.2885387297576944,88,-2.087460989182265,4,7.310724075218152
24,3398,28,1620,0.31390906297641247,88,-1.7352625206631394,3,6.084328181114357
122,1142,37,913,0.38341221848820517,62,6.519864644584306,1,10.947789309134276
46,6062,13,1573,0.33599886840260357,51,-1.9531187930827048,1,9.798915599746618
156,3851,25,971,0.3948094178472118,83,3.4287588188585083,4,11.07228602112143
34,4469,17,817,0.2654916527921626,64,4.7881304816903505,4,10.20357697361237
109,4695,37,1034,0.3190263120476402,97,6.607860577475828,2,10.486937478793536
61,1717,38,2133,0.31286177950680766,51,6.758203269818226,4,10.660244505920492
143,1642,23,2492,0.3400309264608953,74,5.764057841874116,1,10.273247397838329
82,4440,5,1522,0.37179469130613674,54,-1.8022430679089312,2,9.897210143165358
115,3548,25,1080,0.37621720383745905,83,3.152039693067774,1,9.063869428691518
71,4693,-4,1630,0.35052919130582627,88,-0.6474562765637595,3,8.265129497294675
115,1369,7,2019,0.34623045463683305,54,6.626463366833249,2,11.544359663664482
151,4650,-5,1938,0.39235443130672115,92,6.2213921631270654,2,12.147510461562971
48,6205,39,2220,0.3075531102457637,57,-1.555286499882901,3,10.724870217548293
55,1786,17,2495,0.37491749712827327,98,4.620140825691122,1,7.69922578968744
32,6579,28,2490,0.38822555906384415,63,-4.123581464901969,4,10.470594965985404
90,1949,23,2386,0.32373088663977956,78,6.528226256020856,2,9.193557327497993
105,6444,30,1217,0.35936538679049507,79,6.703030965677497,4,12.14031724898459
47,1521,18,1083,0.3065529785006359,86,0.20517866157373188,3,5.940015389323403
85,3943,-7,1384,0.2738318521293106,53,7.093848193141225,1,11.402415311266981
64,1354,3,2151,0.3379755822208638,84,7.874463248103364,1,8.320328599797568
81,6042,-6,2164,0.2794707476274298,56,-2.1491329329323112,1,10.827686908869065
153,3335,14,1421,0.3186398696205804,75,0.2634265497992514,4,10.050838528394591
47,2482,28,1020,0.38093189699925,81,-1.0837898505560735,4,6.30225212876202
47,2647,-3,808,0.26290272813455207,92,0.6153749480281547,4,6.503281825095614
127,4045,4,1905,0.25456428034969747,82,1.703562382230432,4,10.16941272003811
63,5631,8,1631,0.34097167710728316,73,2.6495311907054786,2,9.254010636339384
103,6410,0,2117,0.29965919898923427,99,-4.473444470551115,4,9.737949868351933
49,3215,9,1174,0.3126906560388873,50,-4.172504763215562,3,7.74008673238921
94,6045,25,1333,0.31085658829874974,78,4.828519498310568,2,10.684929025293798
147,5716,7,2238,0.26299303435143456,97,1.641120835814604,1,11.385043330697368
111,1427,3,1922,0.25053496490193916,94,-3.6539359840104706,4,7.191814022852591
148,6821,27,1501,0.38476348642963965,87,0.7934487183184,4,12.423940451012866
140,3537,14,2441,0.282669784135562,87,2.132423419835108,2,10.276712424548782
46,1544,5,1631,0.3139118487796433,70,4.5338515450579955,1,6.848500413644277
140,3764,7,1576,0.39578886950066183,72,-3.2250490273759547,1,8.653294662922255
135,5919,-10,2205,0.3740143872975479,95,9.922064718508468,3,13.709501936889275
22,4765,29,1739,0.26618962828940534,54,2.1205830340856906,2,9.552859790717655
122,6098,-10,2327,0.32627785474188786,79,5.21185861200815,3,12.318307656157721
156,1658,-10,1246,0.35951185397425245,89,8.623272582563166,2,10.96000228595335
81,3827,10,1479,0.3547589177498819,67,-4.522649538928899,2,8.811104662059718
70,3058,14,1143,0.36412627786067053,55,4.020384672879807,2,10.009175982558924
78,4327,16,1224,0.3186181982332053,54,3.1053361222092963,1,10.472508346962146
137,1730,-1,1424,0.27638843939954233,91,-4.138897980405202,3,7.523133836716443
115,2832,39,1105,0.3197308665879059,67,5.395416172453382,3,11.561081826938429
132,1408,1,947,0.3471830873759938,62,-1.6882642927649232,4,9.916335189889557
81,5179,17,1648,0.3412888129907752,69,5.528223801426465,3,12.315031549422049
71,4247,38,1531,0.26057830806829113,87,0.4394376255552146,4,8.269379759987379
31,5802,21,1253,0.25974286511232875,70,6.551893014971352,4,9.641619094568572
58,6543,22,1737,0.3947886746732818,53,9.12642164860243,1,13.266920209096398
149,1133,-3,832,0.27277081825596566,62,7.907689269285131,4,12.462410398173809
150,5883,31,2324,0.2941693696017583,67,2.2386035613127824,2,14.023811995798628
132,5959,15,2142,0.3651451723234248,62,-1.6209064385314162,2,12.634899088607835
120,1666,31,2016,0.31145156137347624,62,9.886352795923214,1,12.320999204032123
132,1276,39,2003,0.2772197279890049,88,4.892480056055021,2,9.474630476847999
100,4307,30,1783,0.32008485734646724,86,0.9392895620773682,2,9.014659361914305
132,6871,-9,2341,0.3353424956145049,84,2.2228562121880753,3,12.47886826698891
21,1881,24,1190,0.31791499139171137,87,-3.0791706280224913,1,4.382452188761032
149,3060,23,2344,0.38784191132081636,89,2.5793804485696823,2,10.51027892188252
73,3082,-5,1156,0.29270489426492563,76,-2.402532389504197,1,6.256521294475806
106,2237,20,1372,0.34919982410495065,75,0.4861824171114364,1,7.6341678265966015
148,3452,12,1263,0.26684420821148463,61,2.3765043586355024,2,11.913915248931277
145,1158,1,1729,0.308842818649604,51,9.21698108709884,2,12.767865131632819
149,6229,17,2498,0.36114898773774606,92,4.3703963013715175,4,13.33882378264205
72,3596,4,898,0.2837225410884198,69,0.5783527158834056,1,9.074673729903294
87,4815,8,947,0.3384656568481619,84,-3.3036605837638815,1,7.3655055471030675
142,6947,1,1369,0.27301555438135905,59,6.2078288212052275,2,15.007031787334526
57,5374,39,1526,0.26540525370420565,57,2.0027934292236607,4,11.009580725421605
43,3526,37,2139,0.32848491233875643,89,-3.9776726652324164,3,6.316243419629934
88,1110,-9,1801,0.3512516494129043,95,4.8531192996022785,2,8.187864200938495
135,1541,0,2005,0.26700505993517254,85,0.25158073022632355,4,8.924874257517944
117,2138,33,2370,0.38766643785593724,80,1.0583692175142758,1,8.595835602861195
158,4283,26,1102,0.28386583940462,64,7.582807345356819,1,13.680151193085095
116,4610,27,2381,0.267996296223895,91,-2.9403764088272126,2,8.936965642141198
143,5455,14,2422,0.2804048362525316,67,0.10562305930084204,4,13.437798203039254
89,4557,32,803,0.2754358684797763,64,0.4550221945447257,2,10.193571145796602
112,3419,10,1577,0.26360119759194234,68,-4.950059620157513,1,9.044611725675948
22,6334,31,906,0.36967588521680617,73,7.6799337455684515,4,10.091928852313696
109,2756,25,874,0.32433066621161666,84,7.529688522843449,4,9.95883370532367
115,4086,-2,1863,0.30827791605680244,51,4.927544635131978,1,12.082944791475164
71,6050,1,1438,0.39259418904762,62,8.484113872492017,1,12.931096340323444
147,3306,-1,1494,0.3056512580597186,94,-0.9067008749483483,3,9.392386808273507
58,1975,35,1942,0.2750459089070784,58,-1.690545790556345,3,8.306944278344442
101,6008,-6,872,0.2911064337889894,84,-3.972187993767007,1,8.278413362461158
123,6247,22,1351,0.28584498003828945,51,3.8801921893055606,4,13.78563119876193
148,1722,-6,2027,0.3248111919344957,95,2.4453318259203156,1,9.39995257322955
30,3570,5,1776,0.2937257685931861,65,7.1559447353958845,2,10.285880401894902
61,6807,26,895,0.32740917582795426,95,2.219305562996655,1,9.358584566872892
118,1324,26,2102,0.35039401374201834,85,-1.9514567030728456,4,8.003601559795454
26,2529,18,1966,0.36659481785698866,51,7.143953761811751,3,10.07769303700914
109,6645,7,1938,0.35652366719008466,65,1.8318185819911834,1,12.987676106739979
131,6169,18,2299,0.2808386074684541,57,9.337453308904854,3,15.537105270899664
79,2945,-5,1683,0.2673849578864131,50,3.0170712611346584,2,10.070665452513298
132,6703,7,1956,0.33136752386518764,67,-3.2489159856460494,4,13.040836426914133
21,5486,21,1991,0.27983676868122176,90,7.765366661465368,3,9.704917372492185
148,3430,31,2068,0.262740058265727,75,8.176155791881241,2,11.690394583560646
67,5111,36,1076,0.3290641514469126,93,1.6814731305363075,4,8.879630061025615
159,4510,20,1058,0.29901912776616935,54,-4.610104859851207,4,11.522207970034849
56,1845,0,845,0.3634223517907756,70,-4.554147952358654,3,5.102608427138003
28,5964,15,1145,0.2971287445822627,84,0.26723879811385753,3,7.984024158509245
118,1567,17,1646,0.3968075705583721,89,5.743483301099699,3,9.576320907732656
67,4688,16,1694,0.36377847868910623,77,-0.034222784749230684,4,8.558668234746015
150,3179,8,2060,0.25865398322332933,75,-4.884051158915145,4,8.873823569451849
73,3019,34,1876,0.3263309110534414,81,7.728565439621949,4,9.666659921217706
139,4319,16,1971,0.3343930751821166,97,9.530986473172534,3,12.512706773179291
135,3320,9,2356,0.3542954066022397,99,0.1955418265184914,3,9.813906450325355
94,2646,-8,1913,0.32466951955506373,93,-3.90387915964106,2,6.867895248189356
132,5003,5,1032,0.32251653976218597,93,-0.6288242146467935,1,9.408164739970054
123,4909,28,850,0.30519079175164193,70,6.985086634708427,2,10.997641986445672
103,4420,33,1464,0.29071920758487607,53,3.133879112142303,1,11.288904844220195
131,3531,18,2451,0.3919300317965102,91,0.7597845906843785,2,9.849259121882154
118,1356,4,2217,0.2976395004451558,90,0.01340350566826043,3,8.264229476506417
112,6752,19,2037,0.2595131986870496,85,-3.269076178606407,4,10.431762758551221
147,4081,29,1250,0.2750927108940118,73,0.09270637155719363,1,9.494171183708632
129,3280,38,2162,0.37859149540619347,82,2.051626544592331,4,10.202980077359031
101,5131,-10,1150,0.3379950188685076,54,5.097115987521258,1,12.067062356134828
73,3460,18,1448,0.36681708240655986,52,-1.0688246801896355,4,9.631103918772576
87,6123,19,2108,0.37131723192095417,60,8.460683214644536,2,13.901218968014545
52,3787,29,1677,0.373485465881661,94,2.271995955422664,4,8.210474266939443
40,5209,35,1382,0.3325920561616913,81,1.0774189026665235,1,7.701517082598032
67,6868,21,1044,0.27656808935486576,71,3.9093061481556823,3,10.35974774450192
147,2197,-1,1349,0.2722349128354213,60,-2.4856438036354134,1,9.96068346129736
155,2278,16,1527,0.33609766305626687,87,-3.401218907967001,4,8.800209467444617
154,1465,-3,1438,0.30497715305285145,71,0.1981055631762274,2,8.822362208881454
147,5000,25,1383,0.3337072361868651,53,-4.400999124885557,1,11.135159020746508
52,4348,31,1025,0.32477167663567974,88,0.66374801227047,2,7.351974218843786
134,2487,24,1626,0.3403297119546323,52,5.072278862273048,3,12.159728531859415
138,5942,25,1240,0.2548167686104848,59,7.18183456200077,2,14.294735663119356
41,5597,37,2297,0.25492550209451853,86,3.6964466321701934,2,9.154429982524924
57,5536,25,2267,0.3582392756272763,68,5.369937356627625,1,11.836670225875803
128,1325,14,1211,0.27896908657340797,67,7.4969468040184,2,11.6062420104637
70,2765,9,1613,0.3478297693288085,77,6.59695147293016,2,8.693799535247637
27,5162,34,1045,0.33198638661871815,80,-0.2002712701208349,2,7.106874056576707
46,1303,6,1382,0.39726917071069356,66,3.6013401892670664,4,9.142253315213507
46,6067,12,1299,0.37531088183245936,73,-1.02720267935514,2,8.146657973762315
40,5579,14,1781,0.3119701781997024,50,3.645006750927271,2,10.934358804461043
49,6024,37,1349,0.34246192301397477,54,1.3900206422083015,2,10.743260743741736
116,2440,38,916,0.2675934185838208,81,0.5919877246033991,1,7.680245080696107
47,1148,20,2187,0.30795790644435717,66,-2.246540838424294,1,7.381423982160106
130,4034,-5,1003,0.36008316116348116,70,3.426295677831943,2,9.970724501346393
80,3631,24,1150,0.34340073761929807,90,5.939739718102224,2,9.004885545940319
67,6220,-7,1118,0.3226706986566037,92,3.569195564583021,4,10.105797478722733
23,1095,29,2182,0.2764793656079004,71,-3.961599976519639,2,4.569281189495876
54,4455,9,2340,0.3704718889236317,88,8.864904445640466,3,10.3596666356411
68,5377,30,1739,0.29097499066173654,88,-4.91763425691966,2,7.371532301197078
36,3369,-10,1288,0.37307186224928646,83,8.275868704853746,1,8.254094318395309
65,4467,34,2492,0.34174135941924905,63,6.491099896290301,1,11.703458262567167
136,1528,15,906,0.3059097141923181,65,-3.5516407392745424,2,9.145605111543375
25,3310,23,1453,0.2560907832939987,54,-1.4515342727403584,1,7.556480979116012
118,6738,-1,971,0.2848628266516565,67,0.23450784347195786,4,12.937249635518427
143,5675,12,2481,0.3833606388232246,53,8.65451363661197,1,15.223281429480807
56,2663,38,1318,0.37269615158435765,93,9.698893203702957,3,9.127778692152125
43,4364,13,1757,0.3362279969401147,77,-3.6924759849054896,2,6.485560683747917
112,3341,2,1612,0.31994836959431905,94,0.9539820268164858,1,8.522206331945632
65,6727,18,1327,0.3470714018995164,76,-2.760772141301737,1,8.449322629417292
114,5905,35,1119,0.3199372191764952,55,-0.8234515934523081,2,11.691868932128905
118,1692,16,1860,0.34664572610787103,60,9.716054512543726,1,12.207554808594494
135,5330,20,1298,0.2961106149490237,96,9.76639168185339,3,12.69858802703562
86,1951,32,2488,0.37577458268672126,70,2.082069103211304,2,8.14886144974391
147,6950,-1,1064,0.35528768401979005,66,-2.2529189914092305,1,12.898017194191631
37,2360,20,2491,0.2994963442641538,80,3.205278898913189,4,7.658491147831405
44,6127,28,2472,0.3745999172235162,83,-0.18972188641209264,4,9.328856350289136
73,6562,-1,1707,0.32310137962797686,62,8.932462601931174,2,13.691722300645981
77,1538,13,1201,0.27619582971061923,72,7.273214609821814,1,8.006338541744567
86,1819,22,1786,0.261656869300529,50,-0.36739001312625685,4,9.38650082812289
123,6777,3,1401,0.35494086214558307,53,-4.725363555204475,3,12.039344031412421
43,4162,24,1751,0.3797681206312016,79,9.97072953467699,1,9.506645248586805
133,4925,34,1017,0.3711162982891816,80,5.250159782483644,3,11.263518349535467
51,1271,23,1129,0.3483476545333228,96,1.3859128370454235,4,6.519451593864793
105,2028,6,985,0.2712062583407152,65,-0.6731641395312868,2,9.12947265874816
146,4665,10,2204,0.26410661139649805,92,-4.933633422591461,3,9.471091135371912
149,2242,21,1008,0.30175444345175884,52,-2.6906088566520534,4,10.46425881536456
36,2141,-8,2386,0.3782366335598153,61,-4.911929976740518,2,7.2586046588969015
123,1592,4,1087,0.3942604405459996,61,3.963766452929468,1,10.61801842845208
156,2605,-3,887,0.2862041282270607,60,4.950149073210213,4,12.5872813160667
62,5210,21,1802,0.36431435058725803,65,6.501942135928816,4,12.391074807755105
58,4377,27,935,0.33608038253608086,78,-2.1950096670374664,1,6.602080416220886
45,6773,15,957,0.2547711050616914,70,-3.5604369473454978,1,7.479650002464594
118,6541,19,1593,0.331437452489941,94,4.756886546104074,1,11.656948158224985
69,5071,-2,1719,0.3708910604484033,93,2.4984117856741044,2,9.084926141247614
32,5302,21,954,0.29141841750160397,91,8.135288501111736,2,9.201459525130995
79,4694,0,2286,0.38460424359556916,92,2.998990353885726,1,9.328217441879044
154,3350,11,1019,0.28543906103119554,99,1.6723182970326071,2,9.776123661854452
76,5207,23,2282,0.2614709698966082,54,2.3204170724652586,4,11.829525000342771
55,2440,30,1990,0.2739908964159346,62,6.73482577506701,2,10.277018521239778
39,4626,7,1121,0.37555043030813773,66,-4.725422013617407,4,8.446725522136225
84,2882,8,1490,0.31259588785592923,61,8.773171652551476,4,11.924718169225306
27,4711,7,1640,0.3695418345432487,66,5.712835637182286,2,10.590613312058561
134,1184,26,2385,0.32968495914843926,50,8.27934610526315,1,12.386097178942535
111,6860,7,1311,0.3220838687191647,57,9.393984916645342,3,15.054912996417704
117,5996,1,886,0.3710369727238698,65,-1.6099446825377992,3,11.81246498165135
85,1220,-7,2368,0.3135231417568564,64,3.675111897645712,2,10.085979311866339
51,6563,36,1074,0.3703049096599553,68,2.290655890931057,4,11.701988418003813
105,4188,32,940,0.26509932474451686,74,3.0642865922744527,3,9.288406629307065
70,2093,16,1424,0.3454466223308885,80,-4.290662266184462,4,6.080601665723948
82,3945,-6,1715,0.35538805848279775,91,8.709786679180649,4,10.59944548402871
144,3474,-5,1152,0.38486460942126144,51,9.320262737730594,4,13.994821399941953
77,3615,2,1828,0.28364858780742924,74,5.276864675649453,4,9.40757907123486
77,3012,12,1181,0.3406329820139278,80,-1.1258354042070966,3,7.116155110778989
105,3490,31,2157,0.31498848455338346,53,6.808096411786456,2,12.275593875696638
68,1600,14,1274,0.30741574833160434,53,5.962697253045421,2,9.764923609317108
89,2160,35,1727,0.26600703328179365,61,3.618854457091633,4,10.53955505805586
34,5599,-7,829,0.27013499958924136,66,-2.4464075505741283,4,9.211755464050597
73,5313,21,2170,0.37554826921714696,70,-1.982316467474337,2,8.504187018108349
120,3735,33,1721,0.3624630148488343,78,3.8410740221882733,1,9.774476865074687
27,3218,4,1393,0.3073511695436651,71,-3.0676280844062527,4,5.809641943772605
72,6594,15,1292,0.37427298720844465,85,5.858944690231009,3,11.021176243133919
79,5707,31,1294,0.2621149277235368,89,-1.8109987525710816,3,8.560692335351366
127,2152,0,1187,0.3437160875549753,65,8.657197185904774,4,12.654907660349966
24,1056,-2,1672,0.38022640790714324,64,8.495877000019952,4,9.868656790103707
122,2204,0,1634,0.37582963465468744,79,-0.5959420558174333,2,8.18396000571508
25,5341,-9,2076,0.305917413991279,95,-3.749197309904866,1,6.607827366105019
128,1143,34,1429,0.36178507795854836,60,4.171237063208395,2,10.98294579869601
135,1367,16,1738,0.31412022182798166,62,1.72621710929333,1,10.555401107997586
113,2482,15,829,0.37602072465849246,72,-2.844366523940839,3,7.308704877448557
66,1615,-3,1422,0.32961429252325347,89,2.972222101791476,2,7.10910424875193
118,4638,10,1606,0.36472855736575616,90,9.890863643365362,2,11.848338941698282
74,4328,10,1141,0.26178573734375077,83,-3.9652562728303526,4,7.1450344835923465
71,6977,-3,2110,0.33850389574132944,69,-1.0415692134319423,4,12.182614378890243
32,4227,-10,2220,0.3325426266204008,51,3.079214275509422,3,10.20567723132344
133,2588,27,1800,0.34149650826027406,57,6.9004192383803336,1,12.304467320710435
143,3489,2,2332,0.35434624118733854,67,-4.718583200114093,1,10.548166499652936
125,4003,-2,1043,0.38771634550512135,56,5.99140010275673,3,12.685154721238389
139,1698,17,1020,0.3678523122664047,92,-2.9017468555614467,1,7.401958213848928
82,5971,-5,1979,0.2829456987152357,80,7.460192155190928,4,11.62286922514309
38,6781,36,2206,0.3738844403938144,71,5.382640522838733,3,10.673346795737457
111,3823,12,2143,0.26831195164226435,77,1.8476703698586956,4,9.759853112765454
77,1944,37,1172,0.34332978785126045,74,7.323749119147227,3,8.65922454692519
109,4881,25,1330,0.3824130712368915,50,5.9957302654792315,3,12.90059408668574
136,1922,6,1014,0.2651683081322356,81,6.3877600154521765,1,9.473250451441125
81,2746,-2,1166,0.3774538979965391,74,-0.6488939315746105,2,7.053268831027248
42,5120,1,913,0.36979311013453686,97,4.29128278137981,3,8.681890980801912
146,3853,11,2023,0.32556631507586065,65,-2.8834092109567018,1,11.08126993205878
156,6783,1,824,0.2963346403443106,78,7.312911438103791,3,13.528669027217788
159,2559,-5,1733,0.3108157342107316,91,2.901131814755618,1,10.024668981779518
148,2083,33,1944,0.3952987203550318,73,7.373254726471229,3,11.190571780967943
77,4538,-2,1410,0.28025463342277696,66,-1.8326467791146217,1,9.424883378507811
141,1433,26,1657,0.3369406431744843,91,-3.044877301157456,3,8.00302820216756
20,3926,-8,1826,0.26248611218180257,55,5.334531540889916,3,10.017113030622804
53,2089,23,1697,0.28268395962837584,63,-4.124037100997261,3,7.536248723428802
115,3957,-3,1572,0.3644974582111781,75,-1.3402108167441353,1,8.442835520126229
145,3612,-1,1244,0.2953898560540791,77,8.630704710453536,2,11.445774092918969
137,5191,36,2077,0.3978649105844102,96,-3.008630469804052,3,10.141317728865193
67,4759,30,819,0.325122556464076,85,0.633338337037249,1,7.667943989880784
108,5263,31,2027,0.32748089879616143,80,9.183743460400093,4,12.352131039986075
136,3089,32,1605,0.25544721090036027,76,-4.699951761289142,1,7.625146198562064
